Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
15-01-21_00,-17.8,-11.9,-15.0,0.0,271.0,5.0
15-01-22_00,-15.2,-9.7,-12.9,0.0,147.0,2.0
15-01-23_00,-15.1,-7.2,-11.4,0.0,253.0,2.0
15-01-24_00,-9.5,0.0,-4.3,0.0,230.0,4.0
15-01-25_00,-3.2,-0.7,-1.6,0.0,245.0,3.0
15-01-26_00,-15.3,-1.5,-11.0,0.0,284.0,5.0
15-01-27_00,-17.9,-14.0,-15.8,0.0,124.0,3.0
15-01-28_00,-15.3,-9.3,-12.6,0.0,94.0,5.0
15-01-29_00,-12.9,-7.8,-10.3,0.0,256.0,3.0
15-01-30_00,-11.4,-0.5,-7.3,0.0,141.0,2.0
15-01-31_00,-16.1,-2.0,-6.4,0.0,257.0,3.0
15-02-01_00,-21.6,-13.7,-17.6,0.0,273.0,4.0
15-02-02_00,-20.1,-13.1,-15.2,0.0,240.0,3.0
15-02-03_00,-22.6,-16.6,-19.6,0.0,116.0,4.0
15-02-04_00,-20.6,-7.1,-14.5,0.0,225.0,3.0
15-02-05_00,-7.9,-3.4,-6.2,0.0,207.0,3.0
15-02-06_00,-16.6,-6.5,-12.6,0.0,287.0,3.0
15-02-07_00,-18.4,-9.0,-13.6,0.0,207.0,3.0
15-02-08_00,-14.3,-11.0,-12.8,0.0,215.0,2.0
15-02-09_00,-18.8,-13.8,-16.1,0.0,61.0,5.0
15-02-10_00,-15.7,-10.6,-13.7,0.0,82.0,4.0
15-02-11_00,-11.5,-5.8,-9.0,0.0,235.0,2.0
15-02-12_00,-17.3,-10.8,-13.3,0.0,85.0,3.0
15-02-13_00,-16.3,-7.5,-11.0,0.0,257.0,3.0
15-02-14_00,-23.5,-16.3,-20.5,0.0,276.0,4.0
15-02-15_00,-20.5,-13.1,-16.8,0.0,103.0,3.0
15-02-16_00,-21.3,-13.2,-17.7,0.0,246.0,5.0
15-02-17_00,-22.8,-16.0,-19.4,0.0,271.0,5.0
15-02-18_00,-18.9,-12.5,-15.5,0.0,119.0,2.0
15-02-19_00,-15.8,-7.8,-11.5,0.0,123.0,2.0
15-02-20_00,-17.9,-8.0,-12.6,0.0,264.0,5.0
15-02-21_00,-19.5,-14.2,-16.9,0.0,263.0,7.0
15-02-22_00,-15.5,-7.1,-11.2,0.0,165.0,3.0
15-02-23_00,-8.3,-3.2,-5.5,0.0,210.0,3.0
15-02-24_00,-20.9,-5.6,-18.0,0.0,279.0,5.0
15-02-25_00,-20.7,-8.5,-15.1,0.0,174.0,4.0
15-02-26_00,-13.8,-5.2,-8.7,0.0,234.0,4.0
15-02-27_00,-16.4,-12.4,-14.2,0.0,206.0,2.0
15-02-28_00,-16.0,-9.4,-12.7,0.0,267.0,4.0
15-03-01_00,-14.8,-5.7,-10.2,0.0,252.0,4.0
15-03-02_00,-10.2,-2.9,-6.9,0.0,189.0,3.0
15-03-03_00,-8.6,-3.4,-5.6,0.0,279.0,4.0
15-03-04_00,-10.2,-4.0,-7.3,0.0,181.0,3.0
15-03-05_00,-4.3,1.8,-1.1,0.0,262.0,5.0
15-03-06_00,-13.4,-3.9,-10.7,0.0,277.0,3.0
15-03-07_00,-16.4,-6.6,-11.3,0.0,247.0,4.0
15-03-08_00,-8.8,-2.3,-5.2,0.0,252.0,3.0
15-03-09_00,-4.8,-0.6,-2.8,0.0,261.0,3.0
15-03-10_00,-3.2,3.0,-0.4,0.0,265.0,4.0
15-03-11_00,0.7,8.9,4.7,0.0,188.0,2.0
15-03-12_00,1.5,8.7,6.1,0.0,268.0,5.0
15-03-13_00,-6.8,1.5,-4.4,0.0,287.0,4.0
15-03-14_00,-6.6,-1.2,-4.3,0.0,159.0,2.0
15-03-15_00,-3.7,0.7,-1.6,0.0,111.0,2.0
15-03-16_00,-3.2,-0.2,-1.9,0.0,187.0,3.0
15-03-17_00,-5.3,2.5,-0.6,0.0,152.0,2.0
15-03-18_00,-6.7,1.9,-1.4,0.0,229.0,3.0
15-03-19_00,-11.6,-5.3,-8.2,0.0,293.0,4.0
15-03-20_00,-10.8,-1.8,-6.0,0.0,280.0,4.0
15-03-21_00,-5.9,2.9,-1.4,0.0,172.0,3.0
15-03-22_00,-9.2,1.9,-1.4,0.0,193.0,4.0
15-03-23_00,-15.5,-9.1,-11.9,0.0,286.0,5.0
15-03-24_00,-15.8,-6.0,-11.0,0.0,278.0,5.0
15-03-25_00,-8.9,0.4,-3.9,0.0,233.0,2.0
15-03-26_00,-3.9,7.2,1.4,0.0,168.0,3.0
15-03-27_00,1.5,5.9,3.6,0.0,249.0,3.0
15-03-28_00,-4.2,3.0,0.3,0.0,185.0,2.0
15-03-29_00,-9.3,-0.9,-4.9,0.0,219.0,3.0
15-03-30_00,-6.1,3.2,-0.9,0.0,229.0,3.0
15-03-31_00,-0.5,3.9,1.8,0.0,206.0,4.0
15-04-01_00,-5.1,2.7,-1.1,0.0,279.0,4.0
15-04-02_00,-5.4,1.9,-1.6,0.0,252.0,3.0
15-04-03_00,-1.6,11.3,3.7,0.0,184.0,3.0
15-04-04_00,6.5,13.2,9.8,0.0,255.0,3.0
15-04-05_00,-4.9,6.8,-0.4,0.0,218.0,4.0
15-04-06_00,-3.3,0.9,-1.3,0.0,277.0,4.0
15-04-07_00,-3.7,2.8,-0.4,0.0,189.0,2.0
15-04-08_00,-0.9,5.6,2.2,0.0,141.0,2.0
15-04-09_00,-1.8,5.4,1.4,0.0,107.0,3.0
15-04-10_00,0.0,6.9,3.2,0.0,121.0,5.0
15-04-11_00,2.8,13.2,6.6,0.0,172.0,5.0
15-04-12_00,2.3,8.2,5.6,0.0,267.0,6.0
15-04-13_00,3.3,16.9,9.9,0.0,258.0,5.0
15-04-14_00,7.3,21.7,15.3,0.0,166.0,3.0
15-04-15_00,6.5,15.9,11.6,0.0,263.0,5.0
15-04-16_00,6.7,14.1,9.9,0.0,245.0,2.0
15-04-17_00,4.4,16.4,10.7,0.0,156.0,2.0
15-04-18_00,9.7,18.6,14.4,0.0,236.0,4.0
15-04-19_00,3.9,9.7,6.4,0.0,154.0,3.0
15-04-20_00,2.1,12.0,7.0,0.0,142.0,3.0
15-04-21_00,5.1,10.5,8.2,0.0,113.0,4.0
15-04-22_00,7.4,12.5,9.7,0.0,195.0,3.0
15-04-23_00,5.4,9.5,7.0,0.0,203.0,2.0
15-04-24_00,1.6,5.8,4.0,0.0,267.0,5.0
15-04-25_00,0.3,3.7,1.8,0.0,285.0,4.0
15-04-26_00,0.7,11.0,6.0,0.0,276.0,4.0
15-04-27_00,4.4,11.7,7.9,0.0,272.0,2.0
15-04-28_00,5.6,14.3,9.8,0.0,179.0,2.0
15-04-29_00,7.6,19.7,13.2,0.0,181.0,3.0
15-04-30_00,8.2,16.0,11.8,0.0,119.0,3.0
15-05-01_00,6.3,16.1,11.8,0.0,74.0,3.0
15-05-02_00,8.3,18.4,14.2,0.0,125.0,2.0
15-05-03_00,13.1,23.4,18.4,0.0,230.0,2.0
15-05-04_00,13.9,24.7,19.6,0.0,244.0,3.0
15-05-05_00,16.0,27.4,20.8,0.0,245.0,4.0
15-05-06_00,12.4,20.0,16.2,0.0,258.0,3.0
15-05-07_00,13.4,24.3,19.0,0.0,239.0,3.0
15-05-08_00,15.0,26.9,21.7,0.0,257.0,4.0
15-05-09_00,14.1,30.0,23.2,0.0,174.0,2.0
15-05-10_00,16.5,27.2,21.8,0.0,156.0,2.0
15-05-11_00,13.8,24.2,18.6,0.0,157.0,3.0
15-05-12_00,8.1,14.1,9.4,0.0,73.0,3.0
15-05-13_00,8.1,22.4,14.4,0.0,221.0,4.0
15-05-14_00,7.1,17.4,12.2,0.0,269.0,4.0
15-05-15_00,8.2,18.1,13.7,0.0,261.0,3.0
15-05-16_00,11.2,21.1,16.3,0.0,184.0,3.0
15-05-17_00,15.2,21.0,18.4,0.0,199.0,2.0
15-05-18_00,15.9,24.7,20.2,0.0,168.0,2.0
15-05-19_00,12.5,28.1,21.0,0.0,141.0,2.0
15-05-20_00,14.0,26.2,20.1,0.0,213.0,4.0
15-05-21_00,6.4,15.6,11.3,0.0,281.0,5.0
15-05-22_00,9.3,19.6,14.0,0.0,253.0,5.0
15-05-23_00,4.4,13.5,9.1,0.0,236.0,4.0
15-05-24_00,3.0,15.8,9.4,0.0,267.0,4.0
15-05-25_00,13.2,25.2,18.5,0.0,248.0,4.0
15-05-26_00,15.5,20.5,17.8,0.0,204.0,3.0
15-05-27_00,16.7,28.4,23.5,0.0,241.0,4.0
15-05-28_00,21.8,27.4,24.8,0.0,220.0,3.0
15-05-29_00,15.9,22.7,19.9,0.0,246.0,3.0
15-05-30_00,14.2,25.2,20.0,0.0,152.0,2.0
15-05-31_00,15.0,30.3,23.4,0.0,222.0,4.0
15-06-01_00,8.4,15.0,11.4,0.0,104.0,4.0
15-06-02_00,9.4,13.6,11.7,0.0,79.0,4.0
15-06-03_00,8.2,12.4,9.7,0.0,94.0,3.0
15-06-04_00,6.7,17.4,12.3,0.0,132.0,2.0
15-06-05_00,10.6,24.2,17.9,0.0,134.0,3.0
15-06-06_00,16.2,23.7,18.9,0.0,235.0,2.0
15-06-07_00,9.9,20.7,15.3,0.0,198.0,3.0
15-06-08_00,12.0,21.6,17.6,0.0,143.0,3.0
15-06-09_00,14.3,22.3,17.5,0.0,170.0,3.0
15-06-10_00,16.5,22.5,18.9,0.0,211.0,2.0
15-06-11_00,16.1,24.3,19.7,0.0,228.0,3.0
15-06-12_00,16.5,22.6,19.7,0.0,259.0,4.0
15-06-13_00,15.6,21.3,18.3,0.0,215.0,3.0
15-06-14_00,15.3,26.8,20.8,0.0,274.0,3.0
15-06-15_00,15.9,23.8,20.0,0.0,113.0,2.0
15-06-16_00,16.4,21.1,19.1,0.0,127.0,3.0
15-06-17_00,16.4,22.8,19.2,0.0,217.0,2.0
15-06-18_00,13.8,22.4,18.2,0.0,176.0,2.0
15-06-19_00,16.4,26.3,21.1,0.0,193.0,3.0
15-06-20_00,11.8,20.7,17.2,0.0,208.0,3.0
15-06-21_00,12.9,24.4,19.4,0.0,154.0,2.0
15-06-22_00,18.6,24.5,21.2,0.0,134.0,2.0
15-06-23_00,17.8,26.7,22.0,0.0,234.0,2.0
15-06-24_00,18.8,26.8,21.5,0.0,200.0,4.0
15-06-25_00,14.2,23.5,18.6,0.0,283.0,3.0
15-06-26_00,14.9,22.5,19.0,0.0,274.0,2.0
15-06-27_00,15.3,24.6,20.4,0.0,174.0,2.0
15-06-28_00,15.1,23.9,20.4,0.0,139.0,2.0
15-06-29_00,12.7,20.4,15.1,0.0,93.0,3.0
15-06-30_00,12.1,19.1,15.9,0.0,228.0,2.0
15-07-01_00,15.1,24.8,19.6,0.0,181.0,3.0
15-07-02_00,15.9,21.7,18.4,0.0,188.0,3.0
15-07-03_00,13.4,22.3,18.0,0.0,267.0,5.0
15-07-04_00,15.4,24.1,20.1,0.0,263.0,4.0
15-07-05_00,16.6,25.0,21.0,0.0,198.0,2.0
15-07-06_00,18.3,26.8,22.8,0.0,270.0,3.0
15-07-07_00,20.0,28.7,24.2,0.0,199.0,2.0
15-07-08_00,,,,0.0,,
15-07-09_00,,,,0.0,,
15-07-10_00,,,,0.0,,
15-07-11_00,,,,0.0,,
15-07-12_00,,,,0.0,,
15-07-13_00,,,,0.0,,
15-07-14_00,,,,0.0,,
15-07-15_00,17.4,26.8,23.2,0.0,222.0,2.0
15-07-16_00,13.6,23.2,17.8,0.0,181.0,3.0
15-07-17_00,13.9,24.1,19.2,0.0,230.0,2.0
15-07-18_00,16.1,24.2,20.5,0.0,153.0,3.0
15-07-19_00,18.0,24.9,21.6,0.0,231.0,2.0
15-07-20_00,20.4,28.4,23.6,0.0,193.0,2.0
15-07-21_00,20.1,26.9,23.7,0.0,249.0,3.0
15-07-22_00,18.4,24.4,21.3,0.0,247.0,3.0
15-07-23_00,16.8,21.8,19.4,0.0,285.0,3.0
15-07-24_00,16.1,24.4,20.1,0.0,287.0,4.0
15-07-25_00,17.4,23.7,20.5,0.0,260.0,2.0
15-07-26_00,14.8,25.8,20.6,0.0,152.0,2.0
15-07-27_00,19.2,27.7,23.1,0.0,226.0,2.0
15-07-28_00,20.3,29.4,24.3,0.0,206.0,2.0
15-07-29_00,20.6,30.7,25.9,0.0,226.0,2.0
15-07-30_00,23.1,32.2,27.6,0.0,236.0,2.0
15-07-31_00,22.4,28.4,25.4,0.0,222.0,3.0
15-08-01_00,19.7,26.4,22.6,0.0,253.0,4.0
15-08-02_00,17.9,25.1,20.7,0.0,265.0,4.0
15-08-03_00,16.9,27.4,22.1,0.0,229.0,3.0
15-08-04_00,20.6,25.2,22.7,0.0,235.0,3.0
15-08-05_00,17.4,24.6,21.4,0.0,254.0,4.0
15-08-06_00,16.7,22.9,19.4,0.0,271.0,4.0
15-08-07_00,15.6,21.8,18.6,0.0,284.0,4.0
15-08-08_00,15.0,21.9,18.8,0.0,217.0,2.0
15-08-09_00,15.4,24.5,20.3,0.0,142.0,2.0
15-08-10_00,15.9,25.8,20.8,0.0,147.0,2.0
15-08-11_00,17.0,27.1,21.7,0.0,162.0,2.0
15-08-12_00,17.3,21.2,19.3,0.0,164.0,2.0
15-08-13_00,17.5,23.1,19.8,0.0,279.0,3.0
15-08-14_00,16.5,22.9,19.1,0.0,263.0,3.0
15-08-15_00,17.1,24.8,20.9,0.0,221.0,3.0
15-08-16_00,20.6,28.6,24.2,0.0,220.0,1.0
15-08-17_00,21.0,29.9,25.1,0.0,234.0,2.0
15-08-18_00,22.6,31.3,26.5,0.0,246.0,3.0
15-08-19_00,22.4,30.8,26.9,0.0,200.0,2.0
15-08-20_00,22.4,30.5,26.4,0.0,154.0,2.0
15-08-21_00,24.0,30.4,26.7,0.0,137.0,4.0
15-08-22_00,18.0,25.5,21.6,0.0,243.0,3.0
15-08-23_00,18.3,25.8,21.9,0.0,232.0,1.0
15-08-24_00,18.8,27.5,23.3,0.0,134.0,1.0
15-08-25_00,18.8,27.8,23.3,0.0,171.0,3.0
15-08-26_00,17.3,26.6,21.3,0.0,205.0,2.0
15-08-27_00,17.0,22.8,19.6,0.0,264.0,3.0
15-08-28_00,16.6,22.2,18.9,0.0,272.0,3.0
15-08-29_00,15.4,22.3,18.9,0.0,274.0,3.0
15-08-30_00,16.6,23.5,20.0,0.0,256.0,3.0
15-08-31_00,20.0,20.0,20.0,0.0,242.0,2.0
15-09-01_00,20.1,25.0,22.9,0.0,272.0,4.0
15-09-02_00,17.8,27.2,22.8,0.0,187.0,2.0
15-09-03_00,19.8,26.2,22.8,0.0,257.0,3.0
15-09-04_00,19.3,26.9,23.7,0.0,131.0,3.0
15-09-05_00,15.4,25.7,20.4,0.0,88.0,3.0
15-09-06_00,16.0,28.2,22.4,0.0,170.0,1.0
15-09-07_00,19.8,30.4,25.3,0.0,184.0,2.0
15-09-08_00,22.1,31.3,26.2,0.0,244.0,4.0
15-09-09_00,22.0,28.4,24.5,0.0,189.0,2.0
15-09-10_00,20.5,28.0,24.3,0.0,242.0,3.0
15-09-11_00,18.0,23.5,21.0,0.0,173.0,2.0
15-09-12_00,15.3,25.6,21.0,0.0,216.0,2.0
15-09-13_00,15.3,20.7,17.4,0.0,143.0,2.0
15-09-14_00,15.2,20.7,16.7,0.0,143.0,2.0
15-09-15_00,14.5,20.6,17.5,0.0,274.0,4.0
15-09-16_00,15.5,25.7,20.8,0.0,262.0,4.0
15-09-17_00,18.7,28.2,23.2,0.0,240.0,3.0
15-09-18_00,20.0,27.9,23.5,0.0,251.0,3.0
15-09-19_00,19.0,28.5,24.0,0.0,236.0,2.0
15-09-20_00,16.2,27.6,22.9,0.0,188.0,3.0
15-09-21_00,12.3,18.4,14.9,0.0,280.0,3.0
15-09-22_00,11.8,21.2,16.9,0.0,160.0,1.0
15-09-23_00,14.3,22.4,18.3,0.0,147.0,2.0
15-09-24_00,15.3,23.9,19.4,0.0,247.0,2.0
15-09-25_00,13.6,19.0,16.3,0.0,133.0,2.0
15-09-26_00,10.8,15.6,13.0,0.0,109.0,2.0
15-09-27_00,7.7,18.1,13.0,0.0,141.0,1.0
15-09-28_00,10.7,22.6,16.5,0.0,181.0,2.0
15-09-29_00,15.5,21.3,18.4,0.0,223.0,2.0
15-09-30_00,12.8,24.9,18.9,0.0,177.0,2.0
15-10-01_00,8.1,13.2,11.2,0.0,96.0,4.0
15-10-02_00,5.5,14.2,9.7,0.0,132.0,4.0
15-10-03_00,5.0,12.8,8.8,0.0,104.0,4.0
15-10-04_00,4.9,12.7,8.6,0.0,64.0,5.0
15-10-05_00,5.2,7.5,6.4,0.0,57.0,3.0
15-10-06_00,,,,0.0,,
15-10-07_00,,,,0.0,,
15-10-08_00,,,,0.0,,
15-10-09_00,7.6,12.5,10.3,0.0,169.0,2.0
15-10-10_00,5.2,8.7,7.0,0.0,188.0,3.0
15-10-11_00,3.4,9.6,7.2,0.0,256.0,3.0
15-10-12_00,7.9,17.6,13.5,0.0,235.0,3.0
15-10-13_00,13.3,23.8,18.1,0.0,196.0,2.0
15-10-14_00,13.3,17.5,15.2,0.0,184.0,3.0
15-10-15_00,6.8,14.6,10.3,0.0,273.0,4.0
15-10-16_00,5.1,13.5,9.1,0.0,234.0,3.0
15-10-17_00,5.6,10.4,8.4,0.0,239.0,3.0
15-10-18_00,0.5,6.1,3.1,0.0,282.0,2.0
15-10-19_00,-1.2,3.0,0.6,0.0,289.0,3.0
15-10-20_00,-1.3,7.8,3.0,0.0,229.0,2.0
15-10-21_00,7.3,16.7,12.6,0.0,253.0,4.0
15-10-22_00,3.4,9.5,6.5,0.0,134.0,2.0
15-10-23_00,3.7,16.7,10.2,0.0,235.0,4.0
15-10-24_00,3.1,8.1,5.3,0.0,208.0,3.0
15-10-25_00,1.2,9.3,5.7,0.0,136.0,4.0
15-10-26_00,,,,0.0,,
15-10-27_00,,,,0.0,,
15-10-28_00,6.2,10.3,9.0,0.0,214.0,2.0
15-10-29_00,2.1,10.2,6.0,0.0,102.0,3.0
15-10-30_00,7.4,15.1,10.6,0.0,211.0,4.0
15-10-31_00,3.5,8.7,5.8,0.0,282.0,4.0
15-11-01_00,2.4,8.3,5.6,0.0,188.0,2.0
15-11-02_00,5.8,12.9,8.6,0.0,190.0,4.0
15-11-03_00,8.0,10.8,9.7,0.0,251.0,3.0
15-11-04_00,6.9,15.0,10.2,0.0,231.0,3.0
15-11-05_00,7.0,13.6,9.6,0.0,167.0,2.0
15-11-06_00,5.9,18.6,11.4,0.0,166.0,1.0
15-11-07_00,11.2,19.2,16.3,0.0,208.0,3.0
15-11-08_00,5.2,11.2,8.6,0.0,279.0,4.0
15-11-09_00,1.0,7.0,4.7,0.0,273.0,4.0
15-11-10_00,6.1,11.2,8.3,0.0,246.0,3.0
15-11-11_00,5.5,12.0,8.2,0.0,139.0,2.0
15-11-12_00,5.6,10.2,7.5,0.0,130.0,2.0
15-11-13_00,6.0,11.6,9.2,0.0,139.0,3.0
15-11-14_00,3.4,9.7,7.8,0.0,264.0,4.0
15-11-15_00,-0.1,3.5,1.2,0.0,284.0,5.0
15-11-16_00,0.1,7.3,4.6,0.0,269.0,4.0
15-11-17_00,1.0,7.0,4.4,0.0,251.0,3.0
15-11-18_00,-0.9,4.1,1.6,0.0,145.0,2.0
15-11-19_00,-1.2,9.9,5.2,0.0,118.0,3.0
15-11-20_00,9.8,13.4,11.6,0.0,145.0,4.0
15-11-21_00,3.3,11.4,7.5,0.0,247.0,4.0
15-11-22_00,2.0,4.7,3.4,0.0,163.0,3.0
15-11-23_00,-0.9,7.4,4.7,0.0,230.0,4.0
15-11-24_00,-3.8,0.5,-2.0,0.0,290.0,3.0
15-11-25_00,-5.9,-2.0,-3.7,0.0,164.0,2.0
15-11-26_00,-4.1,4.7,0.0,0.0,131.0,2.0
15-11-27_00,4.7,9.7,7.4,0.0,177.0,3.0
15-11-28_00,0.9,15.0,9.2,0.0,188.0,3.0
15-11-29_00,-3.1,1.8,-0.7,0.0,230.0,2.0
15-11-30_00,-4.9,0.0,-2.3,0.0,213.0,3.0
15-12-01_00,-9.1,-2.0,-5.1,0.0,151.0,2.0
15-12-02_00,-4.2,4.4,-0.5,0.0,109.0,2.0
15-12-03_00,3.2,6.0,4.4,0.0,201.0,1.0
15-12-04_00,1.1,5.3,3.5,0.0,288.0,3.0
15-12-05_00,0.6,5.7,3.5,0.0,270.0,4.0
15-12-06_00,3.3,6.2,5.4,0.0,248.0,3.0
15-12-07_00,2.8,5.5,3.7,0.0,230.0,2.0
15-12-08_00,1.2,4.8,3.1,0.0,243.0,3.0
15-12-09_00,-0.2,3.7,1.8,0.0,95.0,2.0
15-12-10_00,1.5,6.7,4.1,0.0,121.0,3.0
15-12-11_00,6.2,9.9,8.4,0.0,196.0,2.0
15-12-12_00,8.2,14.1,10.3,0.0,196.0,3.0
15-12-13_00,4.3,9.8,7.7,0.0,273.0,3.0
15-12-14_00,0.5,4.4,2.1,0.0,122.0,3.0
15-12-15_00,0.6,4.0,2.5,0.0,143.0,2.0
15-12-16_00,2.0,4.5,3.4,0.0,217.0,2.0
15-12-17_00,0.1,2.0,0.8,0.0,99.0,3.0
15-12-18_00,0.7,9.0,5.8,0.0,154.0,2.0
15-12-19_00,1.7,8.6,3.8,0.0,276.0,4.0
15-12-20_00,-3.8,1.7,-0.6,0.0,281.0,5.0
15-12-21_00,-5.7,0.2,-3.2,0.0,243.0,3.0
15-12-22_00,0.1,4.6,2.4,0.0,186.0,2.0
15-12-23_00,1.6,5.1,3.0,0.0,161.0,2.0
15-12-24_00,2.1,9.8,3.8,0.0,142.0,2.0
15-12-25_00,7.9,17.3,12.1,0.0,200.0,4.0
15-12-26_00,4.4,7.9,6.5,0.0,266.0,3.0
15-12-27_00,0.6,4.4,2.6,0.0,224.0,2.0
15-12-28_00,-2.8,2.3,-0.7,0.0,151.0,3.0
15-12-29_00,-11.1,-2.8,-9.2,0.0,150.0,3.0
15-12-30_00,-12.2,-7.5,-9.5,0.0,71.0,4.0
15-12-31_00,-8.5,-4.6,-6.8,0.0,148.0,2.0
16-01-01_00,-5.1,-0.4,-1.8,0.0,251.0,3.0
16-01-02_00,-3.0,-0.0,-1.3,0.0,266.0,3.0
16-01-03_00,-3.9,0.6,-1.3,0.0,261.0,4.0
16-01-04_00,-13.3,0.2,-2.5,0.0,222.0,3.0
16-01-05_00,-18.0,-12.6,-15.1,0.0,255.0,3.0
16-01-06_00,-17.1,-7.7,-13.5,0.0,251.0,2.0
16-01-07_00,-8.6,0.3,-4.0,0.0,211.0,2.0
16-01-08_00,-2.7,1.1,-0.7,0.0,211.0,2.0
16-01-09_00,-4.8,1.3,-2.3,0.0,139.0,2.0
16-01-10_00,1.2,4.9,3.5,0.0,136.0,4.0
16-01-11_00,0.4,8.6,5.1,0.0,141.0,4.0
16-01-12_00,-9.8,0.5,-7.1,0.0,275.0,6.0
16-01-13_00,-10.1,-3.5,-6.7,0.0,151.0,3.0
16-01-14_00,-12.2,-3.4,-9.5,0.0,272.0,5.0
16-01-15_00,-12.9,-8.4,-10.6,0.0,137.0,2.0
16-01-16_00,-13.2,-7.8,-10.1,0.0,93.0,3.0
16-01-17_00,-8.2,-1.6,-4.4,0.0,189.0,3.0
16-01-18_00,-10.1,-3.8,-6.9,0.0,184.0,3.0
